site_name,site,depth_designation,dt,month,year,time,hour,depth,chl,chl_cens,chl_flag,phaeo,phaeo_flag,phaeo_cens,nox_n,nox_n_cens,nox_n_flag,nh4_n,nh4_n_cens,nh4_n_flag,tn,tn_flag,op_p,op_p_flag,tp,tp_cens,tp_flag,tss,tss_cens,tss_flag,Sample Comments,Validation Comments,Latitude,Longitude
COUSINS RIVER - CR-31,CR-31,,2016-07-08,Jul,2016,12:00,12,0.2,,FALSE,FALSE,,FALSE,FALSE,0.06,FALSE,FALSE,0.069,FALSE,FALSE,0.391,FALSE,0.018,TRUE,0.135,FALSE,TRUE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 18 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION., Hold time exceeded by 2.4 hours.",43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-06-01,Jun,2017,11:45,11,0.2,1.91,FALSE,FALSE,2.17,FALSE,FALSE,0.098,FALSE,FALSE,0.016,FALSE,FALSE,0.412,FALSE,0.018,TRUE,0.093,FALSE,FALSE,75,FALSE,FALSE,,OUT OF HOLD TIME.,43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-06-26,Jun,2017,13:40,13,0.2,4.83,FALSE,FALSE,0.667,FALSE,FALSE,0.033,FALSE,FALSE,0.012,FALSE,FALSE,0.264,FALSE,0.011,TRUE,0.095,FALSE,FALSE,7.6,FALSE,FALSE,,OUT OF HOLD TIME.,43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-07-17,Jul,2017,12:49,12,0.2,19.2,FALSE,TRUE,1.3,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,19,FALSE,FALSE,,"RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-07-17,Jul,2017,13:25,13,0.2,,FALSE,FALSE,,FALSE,FALSE,0.264,FALSE,FALSE,0.11,FALSE,FALSE,0.739,FALSE,0.018,TRUE,0.057,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-08-07,Aug,2017,11:00,11,0.2,4.31,FALSE,TRUE,0.99,TRUE,FALSE,0.068,FALSE,FALSE,0.007,FALSE,FALSE,0.292,FALSE,0.011,TRUE,0.03,FALSE,FALSE,8.7,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-08-29,Aug,2017,11:36,11,0.2,3.28,FALSE,FALSE,1.28,FALSE,FALSE,0.172,FALSE,FALSE,0.197,FALSE,FALSE,0.807,FALSE,0.04,TRUE,0.116,FALSE,FALSE,15,FALSE,FALSE,,OUT OF HOLD TIME.,43.81201,-70.153415
COUSINS RIVER - CR-31,CR-31,,2017-09-20,Sep,2017,12:00,12,0.2,20.2,FALSE,FALSE,2.25,FALSE,FALSE,0.106,FALSE,FALSE,0.004,TRUE,FALSE,0.205,FALSE,0.018,TRUE,0.037,FALSE,FALSE,8.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.81201,-70.153415
COUSINS RIVER - CR-44,CR-44,,2017-06-01,Jun,2017,09:35,9,0.2,1.15,FALSE,FALSE,2.04,FALSE,FALSE,0.081,FALSE,FALSE,0.036,FALSE,FALSE,0.516,FALSE,0.015,TRUE,0.11,FALSE,FALSE,44,FALSE,FALSE,,OUT OF HOLD TIME.,43.79731,-70.14607
COUSINS RIVER - CR-44,CR-44,,2017-07-17,Jul,2017,10:20,10,0.2,3.32,FALSE,TRUE,1.62,TRUE,FALSE,0.048,FALSE,FALSE,0.102,FALSE,FALSE,0.531,FALSE,0.025,TRUE,0.106,FALSE,FALSE,14,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.79731,-70.14607
COUSINS RIVER - CR-44,CR-44,,2017-08-29,Aug,2017,10:00,10,0.2,6.3,FALSE,FALSE,1.54,FALSE,FALSE,0.011,FALSE,FALSE,0.004,TRUE,FALSE,0.384,FALSE,0.033,TRUE,0.064,FALSE,FALSE,8.1,FALSE,FALSE,,OUT OF HOLD TIME.,43.79731,-70.14607
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-06-01,Jun,2017,12:30,12,0.2,0.2,TRUE,FALSE,0.68,FALSE,FALSE,0.168,FALSE,FALSE,0.014,FALSE,FALSE,0.393,FALSE,0.024,TRUE,0.025,FALSE,FALSE,12,FALSE,FALSE,,OUT OF HOLD TIME.,43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-06-26,Jun,2017,14:32,14,0.2,18.5,FALSE,FALSE,2.03,FALSE,FALSE,0.04,FALSE,FALSE,0.004,TRUE,FALSE,0.499,FALSE,0.014,TRUE,0.151,FALSE,FALSE,20,FALSE,FALSE,,OUT OF HOLD TIME.,43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-07-17,Jul,2017,13:45,13,0.2,85.6,FALSE,TRUE,11,TRUE,FALSE,0.017,FALSE,FALSE,0.005,FALSE,FALSE,1.327,FALSE,0.026,TRUE,0.153,FALSE,FALSE,17,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-08-07,Aug,2017,11:45,11,0.2,5.14,FALSE,TRUE,5.03,TRUE,FALSE,0.225,FALSE,FALSE,0.26,FALSE,FALSE,0.858,FALSE,0.032,TRUE,0.057,FALSE,FALSE,24,FALSE,FALSE,,"OUT OF HOLD TIME., RECEIPT TEMPERATURE EXCEEDANCE, POSSIBLE UNDERESTIMATE OF ACTUAL VALUE, BUT LAB STATEMENT THAT INFRARED TEMPERATURE GUN NOT ACCURATE FOR ALUMINUM FOIL AND FILTERS",43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-08-29,Aug,2017,12:00,12,0.2,,FALSE,FALSE,,FALSE,FALSE,0.059,FALSE,FALSE,0.035,FALSE,FALSE,0.571,FALSE,0.047,TRUE,0.055,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-08-29,Aug,2017,12:15,12,0.2,4.57,FALSE,FALSE,1.02,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,7.7,FALSE,FALSE,,,43.8212,-70.16126
COUSINS RIVER - CRTRIB0,CRTRIB0,,2017-09-20,Sep,2017,12:40,12,0.2,19.9,FALSE,FALSE,4.13,FALSE,FALSE,0.209,FALSE,FALSE,0.259,FALSE,FALSE,0.975,FALSE,0.035,TRUE,0.12,FALSE,FALSE,31,FALSE,FALSE,,OUT OF HOLD TIME.,43.8212,-70.16126
EAST END BEACH - EEB18,EEB18, SUR,2018-05-10,May,2018,12:08,12,0.2,0.72,FALSE,FALSE,0.415,FALSE,FALSE,0.052,FALSE,FALSE,0.062,FALSE,FALSE,0.412,FALSE,0.013,TRUE,0.072,FALSE,FALSE,3.2,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-05-31,May,2018,11:15,11,0.2,1.47,FALSE,FALSE,0.56,FALSE,FALSE,0.036,FALSE,TRUE,0.006,FALSE,FALSE,0.661,TRUE,0.014,TRUE,0.026,FALSE,TRUE,6,FALSE,FALSE,,"OUT OF HOLD TIME., SAMPLE BEYOND HOLDING TIME, VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION",43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-06-25,Jun,2018,13:40,13,0.2,1.64,FALSE,FALSE,0.562,FALSE,FALSE,0.023,FALSE,FALSE,0.012,FALSE,FALSE,0.314,FALSE,0.018,TRUE,0.02,FALSE,FALSE,3,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-07-18,Jul,2018,13:45,13,0.2,1.03,FALSE,FALSE,,FALSE,FALSE,0.041,FALSE,FALSE,0.031,FALSE,TRUE,0.294,FALSE,0.024,TRUE,0.034,FALSE,FALSE,7.2,FALSE,FALSE,,"BLANK CONTAMINATION AT RL, OUT OF HOLD TIME.",43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-08-08,Aug,2018,12:50,12,0.2,2.45,FALSE,FALSE,0.478,FALSE,FALSE,0.033,FALSE,FALSE,0.041,FALSE,FALSE,0.234,FALSE,0.016,TRUE,0.04,FALSE,FALSE,4.2,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-08-30,Aug,2018,11:42,11,0.2,3.52,FALSE,FALSE,0.5,FALSE,FALSE,0.035,FALSE,FALSE,0.061,FALSE,FALSE,0.455,FALSE,0.021,TRUE,0.059,FALSE,FALSE,3,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-09-20,Sep,2018,12:20,12,0.2,2.8,FALSE,FALSE,0.37,FALSE,FALSE,0.042,FALSE,FALSE,0.029,FALSE,FALSE,0.203,FALSE,0.018,TRUE,0.058,FALSE,FALSE,4.3,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2018-10-12,Oct,2018,11:38,11,0.2,2.1,FALSE,FALSE,0.689,FALSE,FALSE,0.06,FALSE,FALSE,0.033,FALSE,FALSE,0.21,FALSE,0.022,TRUE,0.043,FALSE,FALSE,5.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-05-15,May,2019,12:40,12,0.2,6.5,FALSE,FALSE,0.77,FALSE,FALSE,0.0129,FALSE,FALSE,0.4,TRUE,FALSE,0.435,FALSE,0.0053,TRUE,0.034,FALSE,FALSE,5.3,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., OUT OF HOLD TIME.",43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-06-05,Jun,2019,10:40,10,0.2,2.31,FALSE,FALSE,1.34,FALSE,FALSE,0.0391,FALSE,FALSE,4,TRUE,FALSE,0.269,FALSE,0.0504,TRUE,0.025,FALSE,FALSE,3.6,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., OUT OF HOLD TIME.",43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-06-27,Jun,2019,11:00,11,0.2,3.91,FALSE,FALSE,1.29,FALSE,FALSE,0.0667,FALSE,FALSE,0.017,FALSE,FALSE,0.652,FALSE,0.0092,TRUE,0.0255,FALSE,FALSE,5.6,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-07-19,Jul,2019,10:46,10,0.2,2.51,FALSE,FALSE,0.88,FALSE,FALSE,0.0136,FALSE,FALSE,0.016,FALSE,FALSE,0.237,FALSE,0.0153,TRUE,0.035,FALSE,FALSE,6,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-08-12,Aug,2019,13:15,13,0.2,2.51,FALSE,FALSE,0.663,FALSE,FALSE,0.0128,FALSE,FALSE,0.02,TRUE,FALSE,0.198,FALSE,0.0156,TRUE,0.032,FALSE,FALSE,5.4,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-09-03,Sep,2019,12:15,12,0.2,7.16,FALSE,FALSE,1.05,FALSE,FALSE,0.009,FALSE,TRUE,0.01,TRUE,FALSE,0.228,FALSE,0.0259,TRUE,0.0356,FALSE,FALSE,6.2,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-09-24,Sep,2019,11:32,11,0.2,2.93,FALSE,FALSE,1.08,FALSE,FALSE,0.014,FALSE,FALSE,0.05,TRUE,FALSE,0.253,FALSE,0.0186,TRUE,0.0365,FALSE,FALSE,4.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2019-10-16,Oct,2019,10:32,10,0.2,2.6,FALSE,FALSE,0.931,FALSE,FALSE,0.0214,FALSE,FALSE,0.026,FALSE,FALSE,0.203,FALSE,0.0272,TRUE,0.042,FALSE,FALSE,4.9,FALSE,FALSE,,OUT OF HOLD TIME.,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-05-26,May,2020,11:30,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.24444221365,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-05-26,May,2020,11:30,11,0.2,0.84,FALSE,FALSE,1.59,FALSE,FALSE,0.0105,FALSE,FALSE,0.013,FALSE,FALSE,,FALSE,0.0099,TRUE,0.029,FALSE,FALSE,4.3,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-06-16,Jun,2020,12:45,12,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.25313371029,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-06-16,Jun,2020,12:45,12,0.2,0.97,FALSE,FALSE,1.7,FALSE,FALSE,0.0108,FALSE,FALSE,0.078,FALSE,FALSE,,FALSE,0.0112,TRUE,0.036,FALSE,FALSE,5.8,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., SAMPLE BEYOND 48 H HOLDING TIME",43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-07-16,Jul,2020,11:35,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.29311459485,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-07-16,Jul,2020,11:35,11,0.2,3.92,FALSE,FALSE,8.26,FALSE,FALSE,0.0152,FALSE,FALSE,0.015,FALSE,FALSE,,FALSE,0.014,TRUE,0.0266,FALSE,FALSE,5.3,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-07-29,Jul,2020,11:11,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.22800166752,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-07-29,Jul,2020,11:11,11,0.2,1.65,FALSE,FALSE,3.9,FALSE,FALSE,0.0147,FALSE,FALSE,0.01,FALSE,FALSE,,FALSE,0.019,TRUE,0.0243,FALSE,FALSE,3.4,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-08-21,Aug,2020,11:50,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.19338663512,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-08-21,Aug,2020,11:50,11,0.2,2.29,FALSE,FALSE,4.2,FALSE,FALSE,0.0097,FALSE,FALSE,0.011,FALSE,FALSE,,FALSE,0.0183,TRUE,0.0339,FALSE,FALSE,4.5,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-09-14,Sep,2020,13:00,13,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.39194651401,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-09-14,Sep,2020,13:00,13,0.2,2.16,FALSE,FALSE,8.41,FALSE,FALSE,0.002,TRUE,FALSE,0.011,FALSE,FALSE,,FALSE,0.0183,TRUE,0.0381,FALSE,FALSE,4.9,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-10-19,Oct,2020,10:38,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.31056733546,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.67122,-70.241945
EAST END BEACH - EEB18,EEB18, SUR,2020-10-19,Oct,2020,10:38,10,0.2,1.03,FALSE,FALSE,2.17,FALSE,FALSE,0.0575,FALSE,FALSE,0.015,FALSE,FALSE,,FALSE,0.0178,TRUE,0.0436,FALSE,FALSE,6,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.67122,-70.241945
FORE RIVER - FR01,FR01,,2016-06-27,Jun,2016,13:40,13,0.2,,FALSE,FALSE,1.17,FALSE,FALSE,0.038,FALSE,TRUE,0.154,FALSE,FALSE,0.613,TRUE,0.04,TRUE,0.082,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.65889,-70.31111
FORE RIVER - FR01,FR01,,2016-07-21,Jul,2016,13:00,13,0.2,,FALSE,FALSE,1.31,FALSE,FALSE,0.035,FALSE,TRUE,0.032,FALSE,FALSE,0.378,FALSE,0.025,TRUE,0.072,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS",43.65889,-70.31111
FORE RIVER - FR01,FR01,,2016-08-23,Aug,2016,12:50,12,0.2,,FALSE,FALSE,1.29,TRUE,FALSE,0.016,FALSE,FALSE,0.081,FALSE,FALSE,0.451,TRUE,0.038,TRUE,0.068,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.65889,-70.31111
FORE RIVER - FR01,FR01,,2016-09-19,Sep,2016,14:35,14,0.2,,FALSE,FALSE,0.92,FALSE,FALSE,0.046,FALSE,FALSE,0.079,FALSE,FALSE,0.29,FALSE,0.047,TRUE,0.053,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.65889,-70.31111
FORE RIVER - FR02,FR02,,2016-06-27,Jun,2016,13:15,13,0.2,,FALSE,FALSE,2.6,FALSE,FALSE,0.008,FALSE,TRUE,0.149,FALSE,FALSE,1.087,TRUE,0.047,TRUE,0.089,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.6526,-70.30021
FORE RIVER - FR02,FR02,,2016-07-21,Jul,2016,13:25,13,0.2,,FALSE,FALSE,1.05,FALSE,FALSE,0.038,FALSE,TRUE,0.048,FALSE,FALSE,0.332,FALSE,0.017,TRUE,0.054,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.6526,-70.30021
FORE RIVER - FR02,FR02,,2016-08-23,Aug,2016,12:20,12,0.2,,FALSE,FALSE,2.39,TRUE,FALSE,0.005,FALSE,FALSE,0.091,FALSE,FALSE,0.675,TRUE,0.062,TRUE,0.132,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.6526,-70.30021
FORE RIVER - FR02,FR02,,2016-09-19,Sep,2016,14:10,14,0.2,,FALSE,FALSE,1.13,FALSE,FALSE,0.038,FALSE,FALSE,0.084,FALSE,FALSE,0.54,FALSE,0.052,TRUE,0.057,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.6526,-70.30021
FORE RIVER - FR03,FR03,,2016-06-27,Jun,2016,15:00,15,0.2,1.84,FALSE,FALSE,0.79,FALSE,FALSE,0.011,FALSE,TRUE,0.031,FALSE,FALSE,0.315,TRUE,0.025,TRUE,0.142,FALSE,FALSE,7.5,FALSE,TRUE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.64317,-70.28558
FORE RIVER - FR03,FR03,,2016-07-21,Jul,2016,13:12,13,0.2,3.56,FALSE,FALSE,1.45,FALSE,FALSE,0.035,FALSE,TRUE,0.03,FALSE,FALSE,0.161,FALSE,0.018,TRUE,0.037,FALSE,FALSE,4.8,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.64317,-70.28558
FORE RIVER - FR03,FR03,,2016-08-23,Aug,2016,13:20,13,0.2,3.25,FALSE,TRUE,1.7,TRUE,FALSE,0.005,TRUE,FALSE,0.045,FALSE,FALSE,0.359,TRUE,0.033,TRUE,0.154,FALSE,FALSE,7,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.64317,-70.28558
FORE RIVER - FR03,FR03,,2016-09-19,Sep,2016,14:40,14,0.2,2.41,FALSE,FALSE,1.08,FALSE,FALSE,0.038,FALSE,FALSE,0.085,FALSE,FALSE,0.188,FALSE,0.042,TRUE,0.051,FALSE,FALSE,4.8,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.64317,-70.28558
FORE RIVER - FR04,FR04,,2016-06-27,Jun,2016,14:30,14,0.2,4.89,FALSE,FALSE,1.82,FALSE,FALSE,0.007,FALSE,TRUE,0.027,FALSE,FALSE,0.203,TRUE,0.019,TRUE,0.043,FALSE,FALSE,10,FALSE,TRUE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-06-27,Jun,2016,14:40,14,12.6,,FALSE,FALSE,,FALSE,FALSE,0.007,FALSE,TRUE,0.029,FALSE,FALSE,0.208,TRUE,0.028,TRUE,0.057,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 28 DAY HOLD TIME BY 12 DAYS., EXCEEDS 28 DAY HOLD TIME BY 8 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS.",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-07-21,Jul,2016,13:53,13,0.2,5.94,FALSE,FALSE,2.98,FALSE,FALSE,0.027,FALSE,TRUE,0.004,TRUE,FALSE,0.209,FALSE,0.012,TRUE,0.037,FALSE,FALSE,3.2,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-07-21,Jul,2016,14:15,14,13.3,,FALSE,FALSE,,FALSE,FALSE,0.034,FALSE,TRUE,0.004,FALSE,FALSE,0.168,FALSE,0.012,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 5 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-08-23,Aug,2016,12:40,12,0.2,1.77,FALSE,TRUE,1.21,TRUE,FALSE,0.036,FALSE,FALSE,0.045,FALSE,FALSE,0.206,TRUE,0.035,TRUE,0.064,FALSE,FALSE,4.2,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-08-23,Aug,2016,13:00,13,12.6,,FALSE,FALSE,,FALSE,FALSE,0.02,FALSE,FALSE,0.043,FALSE,FALSE,0.218,TRUE,0.029,TRUE,0.107,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 4 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-09-19,Sep,2016,15:05,15,0.2,4.03,FALSE,FALSE,0.95,FALSE,FALSE,0.042,FALSE,FALSE,0.068,FALSE,FALSE,0.259,FALSE,0.065,TRUE,0.067,FALSE,FALSE,3.8,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.64074,-70.27357
FORE RIVER - FR04,FR04,,2016-09-19,Sep,2016,15:30,15,11.2,,FALSE,FALSE,,FALSE,FALSE,0.057,FALSE,FALSE,0.077,FALSE,FALSE,0.589,FALSE,0.059,TRUE,0.25,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS,43.64074,-70.27357
